Order-No.,Customer-No.,Item-No.,"Export to not EU [1 = n, 2 = y]","Dangerous Good [1 = n, 2 = y]",Planed-Master-Scenario-No.,Planed-Master-Order-Processing-Ongoing Position No.,Planed-Master-Order-Processing-Position-No. as an ID,Planed-Master-Order-Processing-Start-Time,Planed-Master-Order-Processing-End-Time,As-Is-Real-Order-Processing-Ongoing Position No.,As-Is-Master-Order-Processing-Position-No. as an ID,As-Is-Real-Order-Processing-Start-Time,As-Is-Real-Order-Processing-End-Time,Final Yield Quantity,Total Scrap Quantity,Problem_Type
ORD0053,CUS0012,ITE0027,1,1,SCE001,4,PR0004,2025-09-05 08:30:00,2025-09-05 08:40:00,4.0,PR0004,2025-09-05 08:30:00,2025-09-05 08:40:00,24,0,"Missing Steps, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,5,PR0005,2025-09-05 08:40:00,2025-09-05 08:50:00,5.0,PR0005,2025-09-05 08:40:00,2025-09-05 08:50:00,22,2,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,6,PR0006,2025-09-05 08:50:00,2025-09-05 09:00:00,6.0,PR0006,2025-09-05 08:50:00,2025-09-05 09:00:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,7,PR0007,2025-09-05 09:00:00,2025-09-05 09:10:00,,,,,24,0,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,8,PR0008,2025-09-05 09:10:00,2025-09-05 09:20:00,7.0,PR0008,2025-09-05 09:00:00,2025-09-05 09:10:00,20,4,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,9,PR0009,2025-09-05 09:20:00,2025-09-05 09:30:00,8.0,PR0009,2025-09-05 09:10:00,2025-09-05 09:20:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,10,PR0010,2025-09-05 09:30:00,2025-09-05 09:40:00,9.0,PR0010,2025-09-05 09:20:00,2025-09-05 09:30:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,11,PR0011,2025-09-05 09:40:00,2025-09-05 09:50:00,10.0,PR0011,2025-09-05 09:30:00,2025-09-05 09:40:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0053,CUS0012,ITE0027,1,1,SCE001,12,PR0012,2025-09-05 09:50:00,2025-09-05 10:00:00,11.0,PR0012,2025-09-05 09:40:00,2025-09-05 09:50:00,24,0,"Missing Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,1,PR0001,2025-09-06 08:00:00,2025-09-06 08:10:00,1.0,PR0001,2025-09-06 08:00:00,2025-09-06 08:23:00,24,0,"Out of Order, Delayed"
ORD0054,CUS0016,ITE0004,2,2,SCE004,2,PR0002,2025-09-06 08:10:00,2025-09-06 08:20:00,2.0,PR0002,2025-09-06 08:23:00,2025-09-06 08:46:00,24,0,"Out of Order, Delayed"
ORD0054,CUS0016,ITE0004,2,2,SCE004,3,PR0003,2025-09-06 08:20:00,2025-09-06 08:30:00,8.0,PR0003,2025-09-06 10:41:00,2025-09-06 11:04:00,20,4,"Out of Order, Delayed, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,4,PR0004,2025-09-06 08:30:00,2025-09-06 08:40:00,4.0,PR0004,2025-09-06 09:09:00,2025-09-06 09:32:00,23,1,"Out of Order, Delayed, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,5,PR0005,2025-09-06 08:40:00,2025-09-06 08:50:00,5.0,PR0005,2025-09-06 09:32:00,2025-09-06 09:55:00,17,7,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,6,PR0014,2025-09-06 08:50:00,2025-09-06 09:00:00,6.0,PR0014,2025-09-06 09:55:00,2025-09-06 10:18:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,7,PR0006,2025-09-06 09:00:00,2025-09-06 09:10:00,7.0,PR0006,2025-09-06 10:18:00,2025-09-06 10:41:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,8,PR0007,2025-09-06 09:10:00,2025-09-06 09:20:00,3.0,PR0007,2025-09-06 08:46:00,2025-09-06 09:09:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,9,PR0008,2025-09-06 09:20:00,2025-09-06 09:30:00,9.0,PR0008,2025-09-06 11:04:00,2025-09-06 11:27:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,10,PR0013,2025-09-06 09:30:00,2025-09-06 09:40:00,10.0,PR0013,2025-09-06 11:27:00,2025-09-06 11:50:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,11,PR0009,2025-09-06 09:40:00,2025-09-06 09:50:00,11.0,PR0009,2025-09-06 11:50:00,2025-09-06 12:13:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,12,PR0010,2025-09-06 09:50:00,2025-09-06 10:00:00,12.0,PR0010,2025-09-06 12:13:00,2025-09-06 12:36:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,13,PR0011,2025-09-06 10:00:00,2025-09-06 10:10:00,13.0,PR0011,2025-09-06 12:36:00,2025-09-06 12:59:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0054,CUS0016,ITE0004,2,2,SCE004,14,PR0012,2025-09-06 10:10:00,2025-09-06 10:20:00,14.0,PR0012,2025-09-06 12:59:00,2025-09-06 13:22:00,24,0,"Out of Order, Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,1,PR0001,2025-09-07 08:00:00,2025-09-07 08:10:00,1.0,PR0001,2025-09-07 08:00:00,2025-09-07 08:10:00,24,0,"Missing Steps, Out of Order"
ORD0055,CUS0005,ITE0025,2,1,SCE003,2,PR0002,2025-09-07 08:10:00,2025-09-07 08:20:00,2.0,PR0002,2025-09-07 08:10:00,2025-09-07 08:20:00,24,0,"Missing Steps, Out of Order"
ORD0055,CUS0005,ITE0025,2,1,SCE003,3,PR0003,2025-09-07 08:20:00,2025-09-07 08:30:00,3.0,PR0003,2025-09-07 08:20:00,2025-09-07 08:30:00,24,0,"Missing Steps, Out of Order"
ORD0055,CUS0005,ITE0025,2,1,SCE003,4,PR0004,2025-09-07 08:30:00,2025-09-07 08:40:00,10.0,PR0004,2025-09-07 09:30:00,2025-09-07 09:40:00,17,7,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,5,PR0005,2025-09-07 08:40:00,2025-09-07 08:50:00,,,,,24,0,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,6,PR0014,2025-09-07 08:50:00,2025-09-07 09:00:00,5.0,PR0014,2025-09-07 08:40:00,2025-09-07 08:50:00,24,0,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,7,PR0006,2025-09-07 09:00:00,2025-09-07 09:10:00,6.0,PR0006,2025-09-07 08:50:00,2025-09-07 09:00:00,24,0,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,8,PR0007,2025-09-07 09:10:00,2025-09-07 09:20:00,7.0,PR0007,2025-09-07 09:00:00,2025-09-07 09:10:00,24,0,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,9,PR0008,2025-09-07 09:20:00,2025-09-07 09:30:00,8.0,PR0008,2025-09-07 09:10:00,2025-09-07 09:20:00,24,0,"Missing Steps, Out of Order, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,10,PR0009,2025-09-07 09:30:00,2025-09-07 09:40:00,9.0,PR0009,2025-09-07 09:20:00,2025-09-07 09:30:00,19,5,"Missing Steps, Out of Order, Quantity Issue, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,11,PR0010,2025-09-07 09:40:00,2025-09-07 09:50:00,4.0,PR0010,2025-09-07 08:30:00,2025-09-07 08:40:00,24,0,"Missing Steps, Out of Order, Quantity Issue, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,12,PR0011,2025-09-07 09:50:00,2025-09-07 10:00:00,11.0,PR0011,2025-09-07 09:40:00,2025-09-07 09:50:00,15,9,"Missing Steps, Out of Order, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0055,CUS0005,ITE0025,2,1,SCE003,13,PR0012,2025-09-07 10:00:00,2025-09-07 10:10:00,12.0,PR0012,2025-09-07 09:50:00,2025-09-07 10:00:00,24,0,"Missing Steps, Out of Order, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,1,PR0001,2025-09-08 08:00:00,2025-09-08 08:10:00,1.0,PR0001,2025-09-08 08:00:00,2025-09-08 08:10:00,24,0,"Out of Order, Extra Steps"
ORD0056,CUS0005,ITE0043,1,2,SCE002,2,PR0002,2025-09-08 08:10:00,2025-09-08 08:20:00,2.0,PR0002,2025-09-08 08:10:00,2025-09-08 08:20:00,24,0,"Out of Order, Extra Steps"
ORD0056,CUS0005,ITE0043,1,2,SCE002,3,PR0003,2025-09-08 08:20:00,2025-09-08 08:30:00,12.0,PR0003,2025-09-08 09:50:00,2025-09-08 10:00:00,24,0,"Out of Order, Extra Steps"
ORD0056,CUS0005,ITE0043,1,2,SCE002,4,PR0004,2025-09-08 08:30:00,2025-09-08 08:40:00,4.0,PR0004,2025-09-08 08:30:00,2025-09-08 08:40:00,24,0,"Out of Order, Extra Steps"
ORD0056,CUS0005,ITE0043,1,2,SCE002,5,PR0005,2025-09-08 08:40:00,2025-09-08 08:50:00,5.0,PR0005,2025-09-08 08:40:00,2025-09-08 08:50:00,24,0,"Out of Order, Extra Steps"
ORD0056,CUS0005,ITE0043,1,2,SCE002,6,PR0006,2025-09-08 08:50:00,2025-09-08 09:00:00,6.0,PR0006,2025-09-08 08:50:00,2025-09-08 09:00:00,19,5,"Out of Order, Extra Steps, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,7,PR0007,2025-09-08 09:00:00,2025-09-08 09:10:00,7.0,PR0007,2025-09-08 09:00:00,2025-09-08 09:10:00,15,9,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,8,PR0013,2025-09-08 09:10:00,2025-09-08 09:20:00,8.0,PR0013,2025-09-08 09:10:00,2025-09-08 09:20:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,9,PR0008,2025-09-08 09:20:00,2025-09-08 09:30:00,9.0,PR0008,2025-09-08 09:20:00,2025-09-08 09:30:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,10,PR0009,2025-09-08 09:30:00,2025-09-08 09:40:00,10.0,PR0009,2025-09-08 09:30:00,2025-09-08 09:40:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,11,PR0010,2025-09-08 09:40:00,2025-09-08 09:50:00,3.0,PR0010,2025-09-08 08:20:00,2025-09-08 08:30:00,21,3,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,12,PR0011,2025-09-08 09:50:00,2025-09-08 10:00:00,13.0,PR0011,2025-09-08 10:00:00,2025-09-08 10:10:00,24,0,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0056,CUS0005,ITE0043,1,2,SCE002,13,PR0012,2025-09-08 10:00:00,2025-09-08 10:10:00,14.0,PR0012,2025-09-08 10:10:00,2025-09-08 10:20:00,18,6,"Out of Order, Extra Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,1,PR0001,2025-09-09 08:00:00,2025-09-09 08:10:00,,,,,24,0,"Missing Steps, Duplicate Steps"
ORD0057,CUS0009,ITE0005,1,2,SCE002,2,PR0002,2025-09-09 08:10:00,2025-09-09 08:20:00,1.0,PR0002,2025-09-09 08:00:00,2025-09-09 08:10:00,24,0,"Missing Steps, Duplicate Steps"
ORD0057,CUS0009,ITE0005,1,2,SCE002,3,PR0003,2025-09-09 08:20:00,2025-09-09 08:30:00,2.0,PR0003,2025-09-09 08:10:00,2025-09-09 08:20:00,20,4,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,4,PR0004,2025-09-09 08:30:00,2025-09-09 08:40:00,3.0,PR0004,2025-09-09 08:20:00,2025-09-09 08:30:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,5,PR0005,2025-09-09 08:40:00,2025-09-09 08:50:00,4.0,PR0005,2025-09-09 08:30:00,2025-09-09 08:40:00,18,6,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,6,PR0006,2025-09-09 08:50:00,2025-09-09 09:00:00,5.0,PR0006,2025-09-09 08:40:00,2025-09-09 08:50:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,7,PR0007,2025-09-09 09:00:00,2025-09-09 09:10:00,6.0,PR0007,2025-09-09 08:50:00,2025-09-09 09:00:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,8,PR0013,2025-09-09 09:10:00,2025-09-09 09:20:00,7.0,PR0013,2025-09-09 09:00:00,2025-09-09 09:10:00,19,5,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,9,PR0008,2025-09-09 09:20:00,2025-09-09 09:30:00,8.0,PR0008,2025-09-09 09:10:00,2025-09-09 09:20:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,10,PR0009,2025-09-09 09:30:00,2025-09-09 09:40:00,10.0,PR0009,2025-09-09 09:30:00,2025-09-09 09:40:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,11,PR0010,2025-09-09 09:40:00,2025-09-09 09:50:00,11.0,PR0010,2025-09-09 09:40:00,2025-09-09 09:50:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,12,PR0011,2025-09-09 09:50:00,2025-09-09 10:00:00,12.0,PR0011,2025-09-09 09:50:00,2025-09-09 10:00:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0057,CUS0009,ITE0005,1,2,SCE002,13,PR0012,2025-09-09 10:00:00,2025-09-09 10:10:00,13.0,PR0012,2025-09-09 10:00:00,2025-09-09 10:10:00,18,6,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0058,CUS0006,ITE0033,2,2,SCE005,1,PR0001,2025-09-10 08:00:00,2025-09-10 08:10:00,1.0,PR0001,2025-09-10 08:00:00,2025-09-10 08:18:00,24,0,Delayed
ORD0058,CUS0006,ITE0033,2,2,SCE005,2,PR0003,2025-09-10 08:10:00,2025-09-10 08:20:00,2.0,PR0003,2025-09-10 08:18:00,2025-09-10 08:36:00,24,0,Delayed
ORD0058,CUS0006,ITE0033,2,2,SCE005,3,PR0004,2025-09-10 08:20:00,2025-09-10 08:30:00,3.0,PR0004,2025-09-10 08:36:00,2025-09-10 08:54:00,19,5,"Delayed, Quantity Issue"
ORD0058,CUS0006,ITE0033,2,2,SCE005,4,PR0014,2025-09-10 08:30:00,2025-09-10 08:40:00,4.0,PR0014,2025-09-10 08:54:00,2025-09-10 09:12:00,20,4,"Delayed, Quantity Issue, Quantity Issue"
ORD0058,CUS0006,ITE0033,2,2,SCE005,5,PR0012,2025-09-10 08:40:00,2025-09-10 08:50:00,5.0,PR0012,2025-09-10 09:12:00,2025-09-10 09:30:00,24,0,"Delayed, Quantity Issue, Quantity Issue"
ORD0058,CUS0006,ITE0033,2,2,SCE005,6,PR0006,2025-09-10 08:50:00,2025-09-10 09:00:00,6.0,PR0006,2025-09-10 09:30:00,2025-09-10 09:48:00,16,8,"Delayed, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,1,PR0001,2025-09-11 08:00:00,2025-09-11 08:10:00,1.0,PR0001,2025-09-11 08:00:00,2025-09-11 08:10:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,2,PR0002,2025-09-11 08:10:00,2025-09-11 08:20:00,2.0,PR0002,2025-09-11 08:10:00,2025-09-11 08:20:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,3,PR0003,2025-09-11 08:20:00,2025-09-11 08:30:00,3.0,PR0003,2025-09-11 08:20:00,2025-09-11 08:30:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,4,PR0004,2025-09-11 08:30:00,2025-09-11 08:40:00,4.0,PR0004,2025-09-11 08:30:00,2025-09-11 08:40:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,5,PR0005,2025-09-11 08:40:00,2025-09-11 08:50:00,5.0,PR0005,2025-09-11 08:40:00,2025-09-11 08:50:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,6,PR0006,2025-09-11 08:50:00,2025-09-11 09:00:00,6.0,PR0006,2025-09-11 08:50:00,2025-09-11 09:00:00,24,0,Missing Steps
ORD0059,CUS0009,ITE0020,1,1,SCE001,7,PR0007,2025-09-11 09:00:00,2025-09-11 09:10:00,7.0,PR0007,2025-09-11 09:00:00,2025-09-11 09:10:00,18,6,"Missing Steps, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,8,PR0008,2025-09-11 09:10:00,2025-09-11 09:20:00,8.0,PR0008,2025-09-11 09:10:00,2025-09-11 09:20:00,24,0,"Missing Steps, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,9,PR0009,2025-09-11 09:20:00,2025-09-11 09:30:00,9.0,PR0009,2025-09-11 09:20:00,2025-09-11 09:30:00,24,0,"Missing Steps, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,10,PR0010,2025-09-11 09:30:00,2025-09-11 09:40:00,10.0,PR0010,2025-09-11 09:30:00,2025-09-11 09:40:00,24,0,"Missing Steps, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,11,PR0011,2025-09-11 09:40:00,2025-09-11 09:50:00,,,,,24,0,"Missing Steps, Quantity Issue"
ORD0059,CUS0009,ITE0020,1,1,SCE001,12,PR0012,2025-09-11 09:50:00,2025-09-11 10:00:00,11.0,PR0012,2025-09-11 09:40:00,2025-09-11 09:50:00,22,2,"Missing Steps, Quantity Issue, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,1,PR0001,2025-09-12 08:00:00,2025-09-12 08:10:00,1.0,PR0001,2025-09-12 08:00:00,2025-09-12 08:10:00,24,0,"Missing Steps, Duplicate Steps"
ORD0060,CUS0019,ITE0008,2,2,SCE004,2,PR0002,2025-09-12 08:10:00,2025-09-12 08:20:00,,,,,24,0,"Missing Steps, Duplicate Steps"
ORD0060,CUS0019,ITE0008,2,2,SCE004,3,PR0003,2025-09-12 08:20:00,2025-09-12 08:30:00,2.0,PR0003,2025-09-12 08:10:00,2025-09-12 08:20:00,24,0,"Missing Steps, Duplicate Steps"
ORD0060,CUS0019,ITE0008,2,2,SCE004,4,PR0004,2025-09-12 08:30:00,2025-09-12 08:40:00,3.0,PR0004,2025-09-12 08:20:00,2025-09-12 08:30:00,24,0,"Missing Steps, Duplicate Steps"
ORD0060,CUS0019,ITE0008,2,2,SCE004,5,PR0005,2025-09-12 08:40:00,2025-09-12 08:50:00,4.0,PR0005,2025-09-12 08:30:00,2025-09-12 08:40:00,24,0,"Missing Steps, Duplicate Steps"
ORD0060,CUS0019,ITE0008,2,2,SCE004,6,PR0014,2025-09-12 08:50:00,2025-09-12 09:00:00,6.0,PR0014,2025-09-12 08:50:00,2025-09-12 09:00:00,19,5,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,7,PR0006,2025-09-12 09:00:00,2025-09-12 09:10:00,7.0,PR0006,2025-09-12 09:00:00,2025-09-12 09:10:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,8,PR0007,2025-09-12 09:10:00,2025-09-12 09:20:00,8.0,PR0007,2025-09-12 09:10:00,2025-09-12 09:20:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,9,PR0008,2025-09-12 09:20:00,2025-09-12 09:30:00,9.0,PR0008,2025-09-12 09:20:00,2025-09-12 09:30:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,10,PR0013,2025-09-12 09:30:00,2025-09-12 09:40:00,10.0,PR0013,2025-09-12 09:30:00,2025-09-12 09:40:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,11,PR0009,2025-09-12 09:40:00,2025-09-12 09:50:00,11.0,PR0009,2025-09-12 09:40:00,2025-09-12 09:50:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,12,PR0010,2025-09-12 09:50:00,2025-09-12 10:00:00,12.0,PR0010,2025-09-12 09:50:00,2025-09-12 10:00:00,24,0,"Missing Steps, Duplicate Steps, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,13,PR0011,2025-09-12 10:00:00,2025-09-12 10:10:00,13.0,PR0011,2025-09-12 10:00:00,2025-09-12 10:10:00,21,3,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0060,CUS0019,ITE0008,2,2,SCE004,14,PR0012,2025-09-12 10:10:00,2025-09-12 10:20:00,5.0,PR0012,2025-09-12 08:40:00,2025-09-12 08:50:00,15,9,"Missing Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,1,PR0001,2025-09-13 08:00:00,2025-09-13 08:10:00,3.0,PR0001,2025-09-13 08:20:00,2025-09-13 08:30:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps"
ORD0061,CUS0005,ITE0038,1,1,SCE001,2,PR0002,2025-09-13 08:10:00,2025-09-13 08:20:00,4.0,PR0002,2025-09-13 08:30:00,2025-09-13 08:40:00,21,3,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,3,PR0003,2025-09-13 08:20:00,2025-09-13 08:30:00,5.0,PR0003,2025-09-13 08:40:00,2025-09-13 08:50:00,15,9,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,4,PR0004,2025-09-13 08:30:00,2025-09-13 08:40:00,6.0,PR0004,2025-09-13 08:50:00,2025-09-13 09:00:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,5,PR0005,2025-09-13 08:40:00,2025-09-13 08:50:00,,,,,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,6,PR0006,2025-09-13 08:50:00,2025-09-13 09:00:00,7.0,PR0006,2025-09-13 09:00:00,2025-09-13 09:10:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,7,PR0007,2025-09-13 09:00:00,2025-09-13 09:10:00,8.0,PR0007,2025-09-13 09:10:00,2025-09-13 09:20:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,8,PR0008,2025-09-13 09:10:00,2025-09-13 09:20:00,9.0,PR0008,2025-09-13 09:20:00,2025-09-13 09:30:00,21,3,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,9,PR0009,2025-09-13 09:20:00,2025-09-13 09:30:00,10.0,PR0009,2025-09-13 09:30:00,2025-09-13 09:40:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,10,PR0010,2025-09-13 09:30:00,2025-09-13 09:40:00,11.0,PR0010,2025-09-13 09:40:00,2025-09-13 09:50:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,11,PR0011,2025-09-13 09:40:00,2025-09-13 09:50:00,12.0,PR0011,2025-09-13 09:50:00,2025-09-13 10:00:00,15,9,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0061,CUS0005,ITE0038,1,1,SCE001,12,PR0012,2025-09-13 09:50:00,2025-09-13 10:00:00,13.0,PR0012,2025-09-13 10:00:00,2025-09-13 10:10:00,24,0,"Missing Steps, Extra Steps, Duplicate Steps, Quantity Issue, Quantity Issue, Quantity Issue, Quantity Issue"
ORD0062,CUS0020,ITE0022,1,1,SCE001,1,PR0001,2025-09-14 08:00:00,2025-09-14 08:10:00,1.0,PR0001,2025-09-14 08:00:00,2025-09-14 08:10:00,24,0,"Out of Order, Extra Steps"
ORD0062,CUS0020,ITE0022,1,1,SCE001,2,PR0002,2025-09-14 08:10:00,2025-09-14 08:20:00,11.0,PR0002,2025-09-14 09:40:00,2025-09-14 09:50:00,24,0,"Out of Order, Extra Steps"
ORD0062,CUS0020,ITE0022,1,1,SCE001,3,PR0003,2025-09-14 08:20:00,2025-09-14 08:30:00,3.0,PR0003,2025-09-14 08:20:00,2025-09-14 08:30:00,24,0,"Out of Order, Extra Steps"
